Other	1	2	a chance e11 discovery e12 made by a road e21 worker e22 in 1956 uncovered a rich find of 360 million year old fish fossils	discovery # made by $ worker	3	5	10	12	26
Instrument-Agency(e2,e1)	1	2	the e11 psychiatrist e12 killed him with the e21 drugs e22 she gave him	psychiatrist # killed him with $ drugs	2	4	9	11	15
Component-Whole(e1,e2)	1	2	the user - friendly control device is mounted on the e11 handgrip e12 of the e21 wheelchair e22	handgrip # of $ wheelchair	11	13	16	18	19
Instrument-Agency(e2,e1)	1	2	the e11 restaurant e12 creates dishes using farm fresh products and organic e21 products e22 found from local farms like meadow mountains and haystack	restaurant # using $ products	2	4	13	15	25
Instrument-Agency(e1,e2)	1	2	i conducted a training seminar on energy efficiency best e11 practices e12 for e21 engineers e22 at the pune municipal corporation	practices # for $ engineers	10	12	14	16	22
Message-Topic(e1,e2)	1	2	this e11 poster e12 advertises the 1898 e21 exhibition e22 of the shroud	poster # advertises $ exhibition	2	4	8	10	14
Entity-Origin(e1,e2)	1	2	the e11 alcohol e12 was distilled from a e21 steam bath e22 and the lactone was separated from the sodium bromide by extraction with ether	alcohol # was distilled from $ bath	2	4	9	12	26
Message-Topic(e1,e2)	1	2	the e11 survey e12 documents children e21 opinions e22 on a wide range of social issues	survey # $ opinions	2	4	7	9	17
Content-Container(e2,e1)	1	2	my grandmother came here when she was 17 years old with nothing but a e11 suitcase e12 full of e21 oranges e22	suitcase # of $ oranges	15	17	20	22	23
Entity-Destination(e1,e2)	1	2	each e11 sample e12 of the felt was enclosed in a separate glass e21 vial e22 with blanks of polished lead silver and copper	sample # was enclosed in $ vial	2	4	14	16	25
Product-Producer(e2,e1)	1	2	the e11 brothers e12 wrote this e21 movie e22 after coming up with the characters	brothers # wrote $ movie	2	4	7	9	16
Product-Producer(e1,e2)	1	2	elsewhere you will find a real embarrassment of riches with e11 song e12 after brilliant hit song from the fertile imaginations of the great brill building e21 writers e22	song # building $ writers	11	13	27	29	30
Member-Collection(e2,e1)	1	2	when a murder of crows and a e11 tittering e12 of e21 magpies e22 get into a turf war over susie wu eucalyptus the real winner is susie cat mittens	tittering # of $ magpies	8	10	12	14	31
Product-Producer(e2,e1)	1	2	the e11 police e12 e21 report e22 has cast a spotlight on america self - help industry	police # $ report	2	4	5	7	18
Entity-Destination(e1,e2)	1	2	my e11 flight e12 arrived at the usual e21 gate e22	flight # arrived at $ gate	2	4	9	11	12
Entity-Origin(e2,e1)	1	2	the rising popularity of malted whiskies especially single malt e11 barley e12 e21 spirits e22 is evidenced in the growing number of distilleries and labels that have been cropping up over the past few years	barley # $ spirits	10	12	13	15	36
Other	1	2	towne bank which has only one retail location was one of those opportunistic upstarts a e11 bank e12 built on a e21 bubble e22	bank # built on $ bubble	16	18	22	24	25
Member-Collection(e2,e1)	1	2	meanwhile general wadsworth with a e11 detachment e12 of militia e21 volunteers e22 and winfield scott regulars crossed the river to reinforce captain wool position and take command	detachment # of $ volunteers	6	8	11	13	29
Other	1	2	the e11 helix e12 runs away from the e21 nucleotide e22	helix # runs from $ nucleotide	2	4	9	11	12
Cause-Effect(e2,e1)	1	2	i derive a tremendous amount of e11 joy e12 from e21 teaching e22 students in the research laboratory	joy # from $ teaching	7	9	11	13	19
Member-Collection(e2,e1)	1	2	besides a e11 galaxy e12 of prominent e21 footballers e22 his colleagues sportspersons and people from all walks of life paid last respect to the departed footballer	galaxy # of $ footballers	3	5	8	10	28
Other	1	2	the study found that people who took the e11 combination e12 of cholinesterase e21 inhibitors e22 aricept razadyne or exelon and memantine showed a significantly slower rate of cognitve decline than those who took only a cholinesterase inhibitor or no drug	combination # of $ inhibitors	9	11	14	16	42
Other	1	2	antelope e11 horns e12 grows from the southern california desert e21 mountains e22 across to arkansas and up into kansas	horns # from $ mountains	2	4	11	13	21
Cause-Effect(e2,e1)	1	2	a very serious e11 problem e12 ensued from the e21 events e22 of the day	problem # ensued from $ events	4	6	10	12	16
Message-Topic(e1,e2)	1	2	the e11 book e12 contained not only recipes but also such things as e21 coloring e22 of textiles and other things concerning a household	book # as $ coloring	2	4	14	16	25
Other	1	2	he sent the e11 revellers e12 into e21 party mode e22	revellers # into $ mode	4	6	8	11	12
Entity-Destination(e1,e2)	1	2	trench pudding is made from broken biscuits condensed milk e11 jam e12 put into a e21 canteen e22 and cooked over a little spirit stove	jam # put into $ canteen	10	12	16	18	26
Cause-Effect(e2,e1)	1	2	a first e11 revolution e12 was triggered by the growing use of reading and e21 writing e22	revolution # was triggered by growing $ writing	3	5	15	17	18
Message-Topic(e1,e2)	1	2	the pertinent e11 passage e12 describes the e21 flag e22 as a tricolor consisting of green white and orange bands	passage # describes $ flag	3	5	8	10	21
Component-Whole(e1,e2)	1	2	a witness e11 statement e12 contains the witness factual e21 account e22 of the circumstances of the dispute	statement # contains $ account	3	5	10	12	19
Component-Whole(e1,e2)	1	2	you shaped the e11 bristles e12 of the e21 brush e22 with clean lather still in it	bristles # of $ brush	4	6	9	11	18
Entity-Destination(e1,e2)	1	2	the extrusion blew the e11 molding e12 into e21 paperboard e22	molding # into $ paperboard	5	7	9	11	12
Other	1	2	the us regulatory e11 agency e12 was investigating e21 allegations e22 that at least one plane was considered unsafe to fly	agency # was investigating $ allegations	4	6	9	11	22
Other	1	2	the resulting e11 biofilm e12 grows from the e21 inside e22 out rather than planktonic organisms attaching and promoting the growth from the outside	biofilm # from $ inside	3	5	9	11	25
Cause-Effect(e2,e1)	1	2	the e11 vibration e12 caused by a heavy goods e21 train e22 on the metropolitan railway which runs under the exhibition premises had shaken the figure off its balance	vibration # $ train	2	4	10	12	30
Product-Producer(e1,e2)	1	2	the other e11 offer e12 was from an old - line investment counsel - mutual fund e21 company e22 in new york	offer # was from $ company	3	5	17	19	23
Entity-Destination(e1,e2)	1	2	a similar image search e11 feature e12 has been added to the e21 software e22	feature # has been added to $ software	5	7	13	15	16
Other	1	2	it also gives some of the history behind the e11 formation e12 of wolf e21 dragoons e22 and some of the battles and campaigns the mercenary regiment has fought	formation # of $ dragoons	10	12	15	17	30
Component-Whole(e1,e2)	1	2	the e11 hull e12 of the e21 boat e22 is carved from a single piece of wood	hull # of $ boat	2	4	7	9	18
Content-Container(e1,e2)	1	2	a e11 metal cube e12 one meter on each side is enclosed in a thermally insulating e21 jacket e22	metal # is enclosed in insulating $ jacket	2	5	17	19	20
Cause-Effect(e2,e1)	1	2	voltage e11 surges e12 or spikes are caused by e21 lightning e22 short circuits power company equipment problems and inductive spikes among many other causes	surges # are caused by $ lightning	2	4	10	12	26
Product-Producer(e1,e2)	1	2	this is a tattoo e11 design e12 an e21 artist e22 drew up	design # $ artist	5	7	9	11	14
Cause-Effect(e2,e1)	1	2	the recovery is weak and fragile and the economic and social e11 damage e12 caused by the e21 crisis e22 is long - lasting	damage # caused by $ crisis	12	14	18	20	25
Cause-Effect(e2,e1)	1	2	the cutaneous e11 mycoses e12 are caused by a homogeneous group of keratinophilic e21 fungi e22 termed the dermatophytes	mycoses # are caused by $ fungi	3	5	14	16	20
Cause-Effect(e2,e1)	1	2	recovery from the global economic e11 crisis e12 triggered by the e21 collapse e22 of lehman brothers was achieved with cooperation from brazil russia india and china	crisis # triggered by $ collapse	6	8	12	14	28
Cause-Effect(e1,e2)	1	2	the e11 microphone e12 converts sound into an electrical e21 signal e22	microphone # sound into $ signal	2	4	10	12	13
Other	1	2	the trapped e11 mass e12 takes part in the e21 movement e22 and therefore contributes to the inertia of the system	mass # in $ movement	3	5	10	12	22
Product-Producer(e2,e1)	1	2	baird scanning e11 disk e12 produced an e21 image e22 of 30 lines resolution just enough to discern a human face from a double spiral of lenses	disk # produced $ image	3	5	8	10	28
Entity-Destination(e1,e2)	1	2	several authors have inserted e11 implants e12 into e21 bone e22 that have been subject to higher radiation doses	implants # into $ bone	5	7	9	11	20
Entity-Destination(e1,e2)	1	2	the sabah wildlife department has implanted e11 transmitters e12 into three e21 orangutans e22	transmitters # into $ orangutans	7	9	12	14	15
Entity-Origin(e1,e2)	1	2	the e11 hygrometer e12 was manufactured in the e21 spring e22 of 1995 and it was calibrated for the first time in june 1995	hygrometer # was manufactured in $ spring	2	4	9	11	25
Member-Collection(e2,e1)	1	2	next up was the climb a slow steady rock strewn e11 menage e12 of eirie e21 shadows e22 reflecting off of tall trees and red rocks	menage # of $ shadows	11	13	16	18	27
Component-Whole(e2,e1)	1	2	e11 goatfish e12 use a pair of large chin e21 barbels e22 to probe the sea bottom to detect buried prey	goatfish # of $ barbels	1	3	10	12	22
Entity-Destination(e1,e2)	1	2	olympics have already poured one e11 billion e12 into the e21 economy e22	billion # into $ economy	6	8	11	13	14
Entity-Destination(e1,e2)	1	2	we removed the sharp e11 items e12 into the e21 plastic bag e22	items # into $ bag	5	7	10	13	14
Component-Whole(e1,e2)	1	2	barrymore is singing while painting the flowers on the e11 wall e12 in the e21 shop e22	wall # in $ shop	10	12	15	17	18
Entity-Destination(e1,e2)	1	2	my two e11 friends e12 have moved into my e21 apartment e22 last weekend	friends # have moved into my $ apartment	3	5	10	12	15
Other	1	2	i have been a e11 closet e12 e21 writer e22 for a long time	closet # $ writer	5	7	8	10	15
Message-Topic(e1,e2)	1	2	the commission submitted to the council and the european parliament a e11 report e12 on the e21 application e22 and conditions of implementation of the agreement	report # on $ application	12	14	17	19	27
Cause-Effect(e2,e1)	1	2	e11 swelling e12 of the resin is caused by the e21 expansion e22 of the structure as a result of water or other liquid molecules penetrating the matrix	swelling # is caused by $ expansion	1	3	11	13	29
Cause-Effect(e2,e1)	1	2	there were e11 setbacks e12 and technical problems that ensued from the location e21 design e22 flooding and moisture that plagued the winery and bumped up the investment cost beyond the initial budgetary estimates	setbacks # ensued from $ design	3	5	14	16	35
Content-Container(e2,e1)	1	2	an israeli woman mistakenly threw out a e11 mattress e12 with e21 money e22 inside setting off a frantic search through tons of garbage at a number of landfill sites	mattress # with $ money	8	10	12	14	31
Message-Topic(e2,e1)	1	2	lauren also explores e11 bisexuality e12 in this new e21 book e22	bisexuality # in $ book	4	6	10	12	13
Instrument-Agency(e2,e1)	1	2	the e11 researchers e12 studied the efficiencies of assessment through e21 exams e22 particularly if the marking is routine or automated are counterbalanced by its limitation	researchers # through $ exams	2	4	11	13	27
Entity-Destination(e1,e2)	1	2	plastic water bottles leak e11 toxic materials e12 into the e21 water e22	toxic # into $ water	5	8	11	13	14
Entity-Destination(e1,e2)	1	2	a basic e11 data entry e12 has been added to the e21 database e22	data # has been added to $ database	3	6	12	14	15
Member-Collection(e1,e2)	1	2	prevention of cae viral infection is important in e11 goat e12 e21 herd e22 management because there is no treatment that eliminates cae virus or vaccine to prevent this disease	goat # $ herd	9	11	12	14	31
Cause-Effect(e2,e1)	1	2	we find evidence that ernst suffered a thrombotic cardiovascular event i e a myocardial e11 infraction e12 triggered by a blood e21 clot e22	infraction # triggered by $ clot	15	17	22	24	25
Member-Collection(e2,e1)	1	2	i will leave it up to wes to tell you about the e11 mask e12 of e21 raccoons e22 we encountered on the trip	mask # of $ raccoons	13	15	17	19	25
Entity-Origin(e1,e2)	1	2	some e11 content e12 from the e21 encyclopedia e22 became a part of microsoft encarta digital encyclopedia	content # from $ encyclopedia	2	4	7	9	18
Other	1	2	e11 fire e12 was venting from the first floor of a multi - storeyed e21 building e22 in south mumbai nariman point area on monday	fire # was venting from $ building	1	3	15	17	26
Entity-Origin(e1,e2)	1	2	the e11 water e12 evaporated from the e21 paintings e22 leaving only the colored salt behind	water # evaporated from $ paintings	2	4	8	10	17
Content-Container(e1,e2)	1	2	the e11 memory e12 is stored in the same e21 neurons e22 that responded to the odor	memory # is stored in $ neurons	2	4	10	12	18
Entity-Origin(e2,e1)	1	2	the perrault e11 version e12 is the source of the most familiar cinderella e21 tale e22	version # is $ tale	3	5	14	16	17
Entity-Origin(e2,e1)	1	2	e11 strawberry e12 e21 jam e22 is the perfect way to use a glut of strawberries and is so easy to make with this strawberry jam recipe	strawberry # $ jam	1	3	4	6	28
Component-Whole(e2,e1)	1	2	this e11 website e12 is dedicated to providing event e21 details e22 guest book class photos rsvp payment collection and trip planning information	website # is dedicated to providing $ details	2	4	10	12	24
Component-Whole(e1,e2)	1	2	it is important you choose the right one as e11 chain e12 e21 saws e22 are quick to start malfunctioning if the chain saw you choose is not up to the task at hand	chain # $ saws	10	12	13	15	35
Component-Whole(e1,e2)	1	2	the e11 rod e12 in the hand priming e21 tool e22 is quite long and the handle bottoms out before the primer is completely seated	rod # priming $ tool	2	4	9	11	26
Other	1	2	the charcuterie was well portioned offering lots of variety well textured with a nice e11 accompaniment e12 of e21 condiments e22 and composed salads	accompaniment # of $ condiments	15	17	19	21	25
Component-Whole(e1,e2)	1	2	the e11 hands e12 of the e21 clock e22 are stainless steel tubing : the hour hand is 14 5 ft the minute hand 17 5 ft and the second hand 21 ft long	hands # of $ clock	2	4	7	9	35
Product-Producer(e2,e1)	1	2	the e11 speaker e12 opens the poem with a e21 question e22 addressed to the beloved	speaker # with $ question	2	4	10	12	17
Entity-Destination(e1,e2)	1	2	when his pullets got ready to start laying he placed the fake e11 egg e12 in a e21 nest box e22 thus giving them the idea that the boxes were the place to lay their eggs	egg # in $ box	13	15	18	21	37
Entity-Origin(e1,e2)	1	2	the e11 robbers e12 ran away from the e21 store e22 without any money	robbers # ran from $ store	2	4	9	11	15
Message-Topic(e1,e2)	1	2	this is a short e11 film e12 with 12 minutes duration on the e21 life e22 of a live statue - a mimo - on the streets of florence italy	film # on $ life	5	7	14	16	31
Member-Collection(e2,e1)	1	2	a e11 skulk e12 of e21 thieves e22 gathered for their monthly summit	skulk # of $ thieves	2	4	6	8	14
Message-Topic(e1,e2)	1	2	picture books invite students to engage in critical e11 discussion e12 of complex e21 issues e22 of race class and gender	discussion # of $ issues	9	11	14	16	22
Other	1	2	the e11 protesters e12 carefully chose a private e21 road e22 in order not to cause inconvenience to the public	protesters # chose $ road	2	4	9	11	21
Cause-Effect(e2,e1)	1	2	the breakdown of the linear relation of j 1 d at peakeffect region indicates that the e11 peakeffect e12 originates from an addition pinning e21 effect e22	peakeffect # pinning $ effect	17	19	25	27	28
Content-Container(e1,e2)	1	2	this set of buttons comes with the colorful printed paper e11 insert e12 placed inside of the gum e21 machine e22	insert # placed inside of $ machine	11	13	19	21	22
Content-Container(e2,e1)	1	2	when a e11 bottle e12 full of e21 honey e22 was weighed its weight was 1 kilogram	bottle # of $ honey	3	5	8	10	18
Other	1	2	the gist of e11 trespass e12 is direct physical e21 interference e22 with another exclusive possession of land	trespass # is $ interference	4	6	10	12	19
Member-Collection(e2,e1)	1	2	the milky way the e11 galaxy e12 of billions of e21 stars e22 that contains the solar system has been devouring a much smaller galaxy for hundreds of millions of years but until now the dwarf galaxy had been mistaken for a portion of the milky way itself	galaxy # of $ stars	5	7	11	13	49
Entity-Origin(e2,e1)	1	2	the distillation of e11 corn e12 e21 spirits e22 which appears to have been first brought to high perfection in germany and in holland is now become an important assistance to our agriculture particularly in the departments on the north and east of france	corn # $ spirits	4	6	7	9	45
Product-Producer(e1,e2)	1	2	a best - selling e11 book e12 by an anonymous cia e21 official e22 assures us that our survival is at stake	book # by $ official	5	7	12	14	23
Member-Collection(e2,e1)	1	2	one of them jumps from the boat to the bank and turns into a e11 pile e12 of e21 ashes e22 as if he had been on the earth for hundreds of years	pile # of $ ashes	15	17	19	21	34
Instrument-Agency(e2,e1)	1	2	during camera adjustment the e11 surgeon e12 accidentally tore the choroid and retina with a tissue e21 forceps e22	surgeon # with $ forceps	5	7	17	19	20
Entity-Origin(e1,e2)	1	2	the e11 bleeding e12 usually originates from an e21 artery e22 in the back part of the nose	bleeding # originates from $ artery	2	4	9	11	19
Content-Container(e1,e2)	1	2	here is a detective story involving some scientists and their efforts to explain the origins of a mysterious e11 garment e12 found in a e21 reliquary e22	garment # found in $ reliquary	19	21	25	27	28
Entity-Destination(e1,e2)	1	2	many old e11 products e12 are exported to developing e21 countries e22	products # are exported to developing $ countries	3	5	10	12	13
Cause-Effect(e2,e1)	1	2	however a e11 headache e12 from e21 wine e22 is often stronger and last longer due to several compounds	headache # from $ wine	3	5	7	9	20
Other	1	2	specialists from various e11 fields e12 pertinent to the e21 theme e22 took part and presented specific aspects of the topic	fields # to $ theme	4	6	10	12	22
Entity-Origin(e1,e2)	1	2	the e11 court e12 started from the e21 assumption e22 that the constitution applied	court # started from $ assumption	2	4	8	10	15
Other	1	2	the e11 container e12 encloses a one - cup e21 capacity e22 plus with the bonus lid it provides convenient storage of chopped foods	container # encloses $ capacity	2	4	10	12	25
Cause-Effect(e1,e2)	1	2	the maze procedure crates new pathways for the electrical e11 impulses e12 that trigger the e21 heartbeat e22	impulses # trigger $ heartbeat	10	12	16	18	19
Entity-Origin(e1,e2)	1	2	although the e11 custom e12 originated in an all male e21 military e22 it is gender neutral	custom # originated in $ military	3	5	11	13	18
Member-Collection(e2,e1)	1	2	as a e11 federation e12 of the most skilled e21 workers e22 and therefore the best paid workers the afl came to identify its own interests closely with the interests of the american system	federation # of $ workers	3	5	10	12	35
Member-Collection(e2,e1)	1	2	this e11 volume e12 contains fifteen e21 essays e22 by well - established scholars addressed to various aspects of russell wide - ranging and dynamic philosophical work	volume # contains $ essays	2	4	7	9	28
Other	1	2	early in the e11 song e12 the background e21 singers e22 repeat the christian and jewish word of praise hallelujah	song # $ singers	4	6	9	11	21
Product-Producer(e1,e2)	1	2	an association between increased e11 egg e12 laying by the leaf e21 miner e22 and increased caffeine levels in coffee leaves was recently recognized	egg # by $ miner	5	7	12	14	25
Cause-Effect(e2,e1)	1	2	we discovered that my chronic e11 migraines e12 and neck pain were caused by the e21 injuries e22 i had sustained in my first car accident two and a half years ago	migraines # were caused by $ injuries	6	8	16	18	33
Message-Topic(e1,e2)	1	2	the e11 play e12 reflects among other things e21 questions e22 about the nature of political power and the dilemmas facing royal families	play # reflects among $ questions	2	4	9	11	24
Component-Whole(e2,e1)	1	2	this is a tutorial on how to fix a mighty e11 mouse e12 e21 scroll ball e22	mouse # $ ball	11	13	14	17	18
Other	1	2	the 180 cm thick concrete e11 shield e12 starts at the e21 radius e22 of 600 cm	shield # starts at $ radius	6	8	12	14	18
Content-Container(e1,e2)	1	2	the e11 information e12 was inside a sealed e21 packet e22 so purchasers may not have known they could not enter the competition	information # was inside $ packet	2	4	9	11	24
Instrument-Agency(e1,e2)	1	2	brainwashing e11 techniques e12 were used by some british e21 interrogators e22 during world war ii	techniques # were used by $ interrogators	2	4	10	12	17
Message-Topic(e2,e1)	1	2	the e11 activities e12 were documented on the e21 newsreels e22 of the day and form part of a new bbc television series	activities # were documented on $ newsreels	2	4	9	11	24
Cause-Effect(e1,e2)	1	2	the continuous e11 rains e12 had caused the e21 overflow e22 of sulangaling river a creek of the muara batang	rains # had caused $ overflow	3	5	9	11	21
Content-Container(e1,e2)	1	2	the weight of the e11 pharmaceutical e12 in a e21 capsule e22 is dependent on the volume of the channel in the dosage plate and the density of the pharmaceutical	pharmaceutical # in $ capsule	5	7	10	12	31
Member-Collection(e2,e1)	1	2	he used a real e11 deck e12 of e21 cards e22	deck # of $ cards	5	7	9	11	12
Product-Producer(e1,e2)	1	2	dick olver chairman of bae systems found himself fighting a battle on two fronts at the e11 arms e12 e21 manufacturer e22 annual meeting in london	arms # $ manufacturer	17	19	20	22	27
Entity-Destination(e1,e2)	1	2	this e11 disease e12 is spread to e21 humans e22 via fleas from rats infected with the bacteria yersinia pestis	disease # is spread to $ humans	2	4	8	10	21
Product-Producer(e1,e2)	1	2	furthermore the production of e11 cigarettes e12 by the major e21 producer e22 has continued	cigarettes # by $ producer	5	7	11	13	16
Cause-Effect(e1,e2)	1	2	e11 sun e12 and wind cause e21 evaporation e22 of water causing rains and this energy can be caught using hydroelectric power	sun # $ evaporation	1	3	7	9	23
Other	1	2	it has changed the way i think about the e11 formation e12 of e21 parties e22 and party systems	formation # of $ parties	10	12	14	16	20
Product-Producer(e2,e1)	1	2	the cactus e11 wren e12 builds many e21 nests e22 in the cactus but actually nests in only one	wren # $ nests	3	5	8	10	20
Message-Topic(e1,e2)	1	2	a variety of methods are known but only a few e11 papers e12 give details of equipment e21 construction e22	papers # give $ construction	11	13	18	20	21
Cause-Effect(e2,e1)	1	2	he schose the better approach : to be honest and understanding and to acknowledge the e11 distress e12 caused by the hallucinations or e21 delusions e22	distress # caused by $ delusions	16	18	24	26	27
Entity-Origin(e1,e2)	1	2	the skeletal percussive e11 drive e12 grows from an absentmindedly struck bass e21 drum e22	drive # from $ drum	4	6	13	15	16
Cause-Effect(e1,e2)	1	2	e11 fatigue e12 e21 corrosion e22 and stress corrosion are similar as both are caused by external stresses applied to the pipe and occur inside of the pipe	fatigue # $ corrosion	1	3	4	6	29
Entity-Destination(e1,e2)	1	2	the man placed the e11 cartridge e12 into the e21 printer e22	cartridge # into $ printer	5	7	10	12	13
Member-Collection(e2,e1)	1	2	mbaka is a member of the agricultural e11 cooperative e12 of vegetable e21 producers e22 in kinshasa changu district	cooperative # of $ producers	8	10	13	15	20
Component-Whole(e2,e1)	1	2	this e11 train e12 has as many as six sets of e21 doors e22 on each side to shorten the time for passengers to get on and off at station	train # has as $ doors	2	4	12	14	31
Member-Collection(e2,e1)	1	2	the awards e11 committee e12 is comprised of a e21 chair e22 appointed by the president with the approval of the board of directors	committee # is comprised of $ chair	3	5	10	12	25
Content-Container(e1,e2)	1	2	my chihuahua ate a e11 tea e12 e21 bag e22 of green tea within the last two hours	tea # $ bag	5	7	8	10	19
Other	1	2	the e11 fire e12 started at the e21 southeastern end e22 of the circus maximus in shops selling flammable goods	fire # started at $ end	2	4	8	11	21
Component-Whole(e2,e1)	1	2	the e11 handpiece e12 contains a primary e21 coil e22 and the sleeve encloses a secondary coil which are inductively coupled together so that electromagnetic energy can be transferred between them	handpiece # contains $ coil	2	4	8	10	32
Entity-Destination(e1,e2)	1	2	at t inserted a new e11 chip e12 into their latest e21 modem e22	chip # into their $ modem	6	8	12	14	15
Product-Producer(e1,e2)	1	2	a news e11 release e12 from the e21 gallery e22 however told a different story	release # from $ gallery	3	5	8	10	16
Instrument-Agency(e2,e1)	1	2	previously the end e11 user e12 machined the wrenches with a high - speed steel pull e21 broach e22	user # with $ broach	4	6	17	19	20
Entity-Destination(e1,e2)	1	2	the bride and the groom poured e11 champagne e12 into stacked champagne e21 glasses e22	champagne # into $ glasses	7	9	13	15	16
Component-Whole(e1,e2)	1	2	the e11 yolk e12 makes up about a e21 third e22 of the liquid weight of the egg	yolk # makes about $ third	2	4	9	11	19
Other	1	2	we assessed the efficacy of a recombinant e11 vaccine e12 consisting of e21 outer - surface protein a e22 ospa without adjuvant in subjects at risk for lyme disease	vaccine # protein $ a	8	10	13	19	30
Entity-Destination(e1,e2)	1	2	disposed perchlorate - based products have released e11 perchlorate e12 into the e21 soil e22	perchlorate # into $ soil	8	10	13	15	16
Entity-Origin(e1,e2)	1	2	things reach a head when the capricious e11 youngster e12 runs away from the jeffersons e21 apartment e22	youngster # runs from $ apartment	8	10	16	18	19
Instrument-Agency(e2,e1)	1	2	her guardian e11 angel e12 went before her lighting the road with a headlight - like e21 lantern e22	angel # with like $ lantern	3	5	17	19	20
Cause-Effect(e2,e1)	1	2	the best kept secret for avoiding abdominal e11 weight gain e12 due to e21 stress e22 is the use of adaptogens	weight # to $ stress	8	11	14	16	22
Other	1	2	other e11 items e12 advertised on tv simply melt the chocolate on the e21 stovetop e22	items # on $ stovetop	2	4	14	16	17
Message-Topic(e2,e1)	1	2	e11 natural history e12 e21 programmes e22 began as live outside broadcasts on bbc television in the early 1950s	natural # $ programmes	1	4	5	7	20
Other	1	2	the e11 sense e12 was extended from the e21 language e22 to the people who spoke it	sense # was extended from $ language	2	4	9	11	18
Entity-Origin(e2,e1)	1	2	in the eastern orthodox church for example sacramental wine used in the divine liturgy must usually be pure e11 red grape e12 e21 wine e22 often sweet	red # $ wine	19	22	23	25	28
Other	1	2	the e11 farmer e12 produced a e21 surplus e22 despite the country worst drought in 30 years by using conservation farming techniques	farmer # produced $ surplus	2	4	7	9	23
Message-Topic(e2,e1)	1	2	the e11 story e12 is being discussed on message e21 boards e22	story # is being discussed on $ boards	2	4	10	12	13
Member-Collection(e2,e1)	1	2	baur and adams found on albemarle a e11 rookery e12 of white e21 herons e22	rookery # of $ herons	8	10	13	15	16
Other	1	2	it is an eden invented by the e11 poet e12 e21 imagination e22 into which external values are not disregarded but have been absorbed and re - invented	poet # $ imagination	8	10	11	13	29
Content-Container(e1,e2)	1	2	her e11 diamonds e12 are locked in a e21 safe deposit box e22	diamonds # are locked in $ box	2	4	9	13	14
Content-Container(e1,e2)	1	2	scientists store the e11 bones e12 in a e21 freezer e22 helping to preserve the remaining dna that has been exposed to soil for three decades	bones # in $ freezer	4	6	9	11	27
Member-Collection(e2,e1)	1	2	i once had a mixed e11 orchard e12 of e21 plums e22 sweet cherries apricots tart cherries peaches and apples	orchard # of $ plums	6	8	10	12	21
Other	1	2	treasure island is a gripping pirate e11 story e12 fast - paced by the e21 standards e22 of its time and full of action	story # paced by $ standards	7	9	15	17	25
Cause-Effect(e2,e1)	1	2	vietnam response on the e11 toll e12 caused by the e21 earthquake e22 in sichuan china	toll # caused by $ earthquake	5	7	11	13	17
Content-Container(e1,e2)	1	2	the clay e11 model e12 was in a e21 jar e22 wrapped in a daily mirror from 1947	model # was in $ jar	3	5	9	11	19
Instrument-Agency(e2,e1)	1	2	semiconductor e11 tech e12 diagnoses eye disease over the e21 internet e22	tech # over $ internet	2	4	10	12	13
Component-Whole(e2,e1)	1	2	a typical e11 pig e12 has a large e21 head e22 with a long snout which is strengthened by a special prenasal bone and by a disk of cartilage in the tip	pig # has $ head	3	5	9	11	33
Product-Producer(e2,e1)	1	2	during the 1980s that exceptional e11 teacher e12 at a poor public school built a calculus e21 program e22 rivaled by only a handful of exclusive academies	teacher # built $ program	6	8	17	19	28
Entity-Origin(e1,e2)	1	2	james was seriously injured ; the e11 shot e12 was fired from his own e21 gun e22 which he had left on the bank	shot # was fired from his $ gun	7	9	15	17	25
Other	1	2	a university of colorado e11 student e12 died due to a e21 jump e22 from an overpass onto us 36	student # died to $ jump	5	7	12	14	21
Content-Container(e2,e1)	1	2	given the choice i much prefer to have products with natural ingredient than have a e11 bottle e12 full of e21 chemicals e22	bottle # of $ chemicals	16	18	21	23	24
Product-Producer(e2,e1)	1	2	an application e11 developer e12 with adobe said in a blog e21 posting e22 that adobe is working on the security flaw	developer # $ posting	3	5	12	14	23
Member-Collection(e1,e2)	1	2	a happy e11 resident e12 feels part of their e21 association e22	resident # of their $ association	3	5	10	12	13
Member-Collection(e2,e1)	1	2	an emerging e11 bratpack e12 of young female e21 pornographers e22 is storming the market and challenging lads magazines such as fhm and esquire	bratpack # of $ pornographers	3	5	9	11	25
Other	1	2	after mile 17 the e11 course e12 went away from the e21 water e22 and onto streets with trees	course # went from $ water	5	7	12	14	20
Other	1	2	as the e11 earth e12 revolves around the e21 sun e22 the place where light shines the brightest changes	earth # revolves around $ sun	3	5	9	11	20
Message-Topic(e1,e2)	1	2	as of october 5 2009 the group has finally produced a e11 review e12 summarising the e21 work e22 performed over the past 12 years	review # summarising $ work	12	14	17	19	26
Cause-Effect(e2,e1)	1	2	their analysis demonstrates beyond any doubt that the e11 problem e12 of unemployment has been caused by the e21 state e22 not by any inherent flaws or failures in a free market	problem # has been caused by $ state	9	11	19	21	33
Member-Collection(e2,e1)	1	2	eve joins an entire e11 sisterhood e12 of female e21 singers e22	sisterhood # of $ singers	5	7	10	12	13
Instrument-Agency(e1,e2)	1	2	critics of the industry maintain that private military and security e11 companies e12 are used by e21 governments e22 in order to circumvent attention	companies # are used by $ governments	11	13	17	19	25
